/home/prateek119/MusicData/EnglishSongs1/1812 Overture (Tchaikovsky)--BbT0E990IQ.mp3,,,
/home/prateek119/MusicData/EnglishSongs/Cut Chemist - The Garden Live with the Seattle Symphony-3S-aVCbiA-s.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Daddy Yankee & Snow - Con Calma (Video Oficial)-DiItGE3eAyQ.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
"/home/prateek119/MusicData/EnglishSongs/Daft Punk - Get Lucky (Official Audio) ft. Pharrell Williams, Nile Rodgers-5NV6Rdv1a3I.mp3",,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Dan Auerbach - Show Me [Official Audio]-VSalNdgVkAk.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Danger Mouse & Daniele Luppi - Black - starring Norah Jones-l3yAx2uCoHs.mp3,,"=AI(""genre of A2"")",English
/home/prateek119/MusicData/EnglishSongs/Daniel Ash - Walk This Way-9uZ7nlN26zs.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Dappy - No Regrets (Official Video)-WoImizvsj5w.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Dave East - Everyday ft. Gunna-ylK5aBnat2Y.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/david bowie - changes-pl3vxEudif8.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/David Bowie - Look Back In Anger (Official Video)-eszZfu_1JM0.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
"/home/prateek119/MusicData/EnglishSongs/David Guetta, Bebe Rexha & J Balvin - Say My Name (Official Video)-ft4jcPSLJfY.mp3",,"=AI(""genre of A2"")",English
/home/prateek119/MusicData/EnglishSongs/David Guetta & Chris Willis Feat. Fergie & LMFAO - Gettin' Over You (Official Video)-hWjrMTWXH28.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/David Guetta Feat. Rihanna - Who's That Chick - Day version (Official Video)-EAc4zHEDd7o.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/David Guetta - Titanium ft. Sia (Official Video)-JRfuAukYTKg.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/David Guetta - Turn Me On ft. Nicki Minaj (Official Video)-YVw7eJ0vGfM.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
"/home/prateek119/MusicData/EnglishSongs/David Guetta - Where Them Girls At ft. Nicki Minaj, Flo Rida (Official Video)-p4kVWCSzfK4.mp3",,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/David Guetta - Without You ft. Usher (Official Video)-jUe8uoKdHao.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/David Lynch & Lykke Li - I'm Waiting Here-3SpG7C4vHZQ.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Daya - Insomnia-JybV1mL6EMA.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Daya - Keeping It In The Dark (From 13 Reasons Why - Season 3 Soundtrack_Lyric Video)-iRaX0BfME70.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/daydream Masi - Lately-_QMkgFJQBZ4.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Deep Forest - Deep Forest Sweet Lullaby official video-lIF5EEneWEU.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Demi Lovato - Heart Attack-AByfaYcOm4A.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Dennis Lloyd - Never Go Back (Official Video)-lhGl9D514Bc.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Depeche Mode - Walking In My Shoes (Official Video)-GrC_yuzO-Ss.mp3,,"=AI(""genre of A2"")",English
/home/prateek119/MusicData/EnglishSongs/Dermot Kennedy - Outnumbered-A48hOToMuRE.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Destroyer - Savage Night at the Opera-dfuDbWD_PIk.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Devil In Her Heart - Live at the BBC-oMOf6Vm3Ye8.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Devil In Her Heart (Remastered 2009)-IGe-jfFrxCk.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/DEV - In The Dark (Official Music Video)-mgEixhE3Oms.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Diddy - Dirty Money - Coming Home ft. Skylar Grey (Official Video)-k-ImCpNqbJw.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
"/home/prateek119/MusicData/EnglishSongs/Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros & Natti Natasha - Instagram-7khUHbQFK9I.mp3",,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/DIONNE WARWICK - WALK ON BY-Rz29mKraaMQ.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Disclosure - Latch feat. Sam Smith (Official Video)-93ASUImTedo.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Disclosure - You & Me (Flume Remix)-yU7rzlMX2s4.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Disney's Frozen 'Let It Go' Sequence Performed by Idina Menzel-moSFlvxnbgk.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Dizzee Rascal - Dirtee Disco-qiBxYEPbDaw.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/DJ Fresh ft Sian Evans - 'Louder' (Official Video)-eE-dwpWpscU.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
"/home/prateek119/MusicData/EnglishSongs/DJ Khaled ft. Rihanna, Bryson Tiller - Wild Thoughts (Official Video)-fyaI4-5849w.mp3",,"=AI(""genre of A2"")","=AI(""language of A2"")"
"/home/prateek119/MusicData/EnglishSongs/DJ Khaled - I'm On One (Explicit Version) ft. Drake, Rick Ross, Lil Wayne-Z09lYqdxqzo.mp3",,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/DJ Mehdi - Lucky Boy (feat. Fafi)-cvLVHPdePM0.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
"/home/prateek119/MusicData/EnglishSongs/DJ Snake, J. Balvin, Tyga - Loco Contigo-zNl00mOSnJI.mp3",,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/DJ Snake - Let Me Love You ft. Justin Bieber (Official Video)-euCqAq6BRa4.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
"/home/prateek119/MusicData/EnglishSongs/DJ Snake, Lil Jon - Turn Down for What (Official Video)-HMUDVMiITOU.mp3",,"=AI(""genre of A2"")",English
"/home/prateek119/MusicData/EnglishSongs/DJ Snake - Taki Taki ft. Selena Gomez, Ozuna, Cardi B-ixkoVwKQaJg.mp3",,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Dominic Fike - 3 Nights (Official Video)-OWKzRngush4.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Dorsal Fins - Monday Tuesday (Official Video)-fwT4vVwF6mA.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Do You Really Want To Hurt Me-_Ouz7IiymGs.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Do You Want To Know A Secret (Remastered 2009)-uRQ7ecvU56k.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Drake - Find Your Love-Xyv4Bjja8yc.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Drake - God's Plan-xpVfcZ0ZcFM.mp3,,"=AI(""genre of A2"")",English
/home/prateek119/MusicData/EnglishSongs/Drake - Headlines (Explicit)-cimoNqiulUE.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Drake - Make Me Proud ft. Nicki Minaj (LYRICS)-AP6ps5CxgVk.mp3,,Hard rock,"=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Drake - Over-2lTB1pIg1y0.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Drake - Started From The Bottom (Explicit)-RubBzkZzpUA.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Drake - Take Care ft. Rihanna--zzP29emgpg.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
"/home/prateek119/MusicData/EnglishSongs/Drake - The Motto (Explicit) ft. Lil Wayne, Tyga-BYDKK95cpfM.mp3",,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Drama Relax - All That (ft. Jeremih) [Official Music Video]-9_8glUwFAXM.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Drama Relax - Take A Trip [Official Music Video]-6n768rhq--w.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
"/home/prateek119/MusicData/EnglishSongs/Dr. Dre ft. Eminem, Skylar Grey - I Need A Doctor (Explicit) [Official Video]-VA770wpLX-Q.mp3",,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Dream A Little Dream Of Me - The Mamas & The Papas-ajwnmkEqYpo.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Drive My Car (Remastered 2009)-kfSQkZuIx84.mp3,,Hard rock,"=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Dua Lipa - Be The One (Official Music Video)--rey3m8SWQI.mp3,,"=AI(""genre of A2"")",English
/home/prateek119/MusicData/EnglishSongs/Dua Lipa - IDGAF (Official Music Video)-Mgfe5tIwOj0.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Dua Lipa - New Rules (Official Music Video)-k2qgadSvNyU.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/E2-E4-52d5578Hbaw.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
"/home/prateek119/MusicData/EnglishSongs/Earth, Wind & Fire - Fantasy (Audio)-r58GQYFZeLE.mp3",,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Ed Sheeran - Beautiful People (feat. Khalid) [Official Video]-mj0XInqZMHY.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Ed Sheeran - Cross Me (feat. Chance The Rapper & PnB Rock) [Official Video]-S5n9emOr7SQ.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Ed Sheeran - Don't [Official Video]-iD2rhdFRehU.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Ed Sheeran & Justin Bieber - I Don't Care [Official Video]-y83x7MgzWOA.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Ed Sheeran - Nothing On You (feat. Paulo Londra & Dave) [SBTV]-IOOcbIyoW_0.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Ed Sheeran - Perfect (Official Music Video)-2Vv-BfVoq4g.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Ed Sheeran - Photograph (Official Music Video)-nSDgHBxUbVQ.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Ed Sheeran - Shape of You [Official Video]-JGwWNGJdvx8.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Ed Sheeran - South of the Border (feat. Camila Cabello & Cardi B) [Official Lyric Video]-q07RanslaGM.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Ed Sheeran - The A Team [Official Video]-UAWcs5H-qgQ.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Ed Sheeran - Thinking Out Loud [Official Video]-lp-EO5I60KA.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Ed Sheeran & Travis Scott - Antisocial [Official Video]-CfkxLRuSteI.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Edward Maya & Vika Jigulina - Stereo Love (Official Music Video)-p-Z3YrHJ1sU.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Edward Sharpe and the Magnetic Zeros - 'Perfect Time' (Official Video)-FyS2txZ5b9o.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Ellie Goulding - Burn (Official Video)-CGyEd0aKWZE.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
"/home/prateek119/MusicData/EnglishSongs/Ellie Goulding, Diplo, Swae Lee - Close To Me (Official Video)-ajN57m_OSpY.mp3",,Hard rock,"=AI(""language of A2"")"
"/home/prateek119/MusicData/EnglishSongs/Ellie Goulding, Juice WRLD - Hate Me-UZwi9SHgzGY.mp3",,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Ellie Goulding - Lights (Official Video)-0NKUpo_xKyQ.mp3,,"=AI(""genre of A2"")",English
/home/prateek119/MusicData/EnglishSongs/Ellie Goulding - Love Me Like You Do (Official Video)-AJtDXIazrMo.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Ellie Goulding - Your Song-D9AFMVMl9qE.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Elohim - braindead (Official Music Video)-OIqM0we7jb4.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Elohim - tv (Official Music Video)-SFyt5s8qRSQ.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/El Perro Del Mar - Breadandbutter-h7V5lnCA7DM.mp3,,Hard rock,English
/home/prateek119/MusicData/EnglishSongs/Elvis Presley - Jailhouse Rock (Lyrics)-fmnvAyxuHs0.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Elvis Presley - (Marie's The Name) His Latest Flame [Official Audio]-59pOE3OmUi8.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/EMA - Down And Out (Official Audio)-j7epnE7mxPM.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Emancipator 'Minor Cause' Official Music Video-fULXi348-jI.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Eminem - Berzerk (Official Music Video) (Explicit)-ab9176Srb5Y.mp3,,"=AI(""genre of A2"")",English
/home/prateek119/MusicData/EnglishSongs/Eminem - Love The Way You Lie ft. Rihanna-uelHwf8o7_U.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Eminem - Not Afraid (Official Video)-j5-yKhDd64s.mp3,,"=AI(""genre of A2"")",English
/home/prateek119/MusicData/EnglishSongs/Eminem - Rap God (Audio)-S7cQ3b0iqLo.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Eminem - The Monster ft. Rihanna (Audio)-ZDXXi19_7iE.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Empire Of The Sun - We Are The People (Official Video)-hN5X4kGhAtU.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Enrique Iglesias - I Like It-X9_n8jakvWU.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
"/home/prateek119/MusicData/EnglishSongs/Enrique Iglesias - Tonight (I'm Lovin' You) ft. Ludacris, DJ Frank E-UecPqm2Dbes.mp3",,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Europa (Jax Jones & Martin Solveig) - All Day and Night with Madison Beer (official video)-p6ULvPFPLIY.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Everybody Hurts (Helping Haiti)-1zugOJU8bds.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Example - 'Changed The Way You Kiss Me' (Official Video)-CLXt3yh2g0s.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Example - 'Stay Awake' (Official Video)-f5CcOq8UzkI.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
"/home/prateek119/MusicData/EnglishSongs/Far East Movement ft. The Cataracs, DEV - Like A G6 (Official Video)-w4s6H4ku6ZY.mp3",,Hard rock,"=AI(""language of A2"")"
"/home/prateek119/MusicData/EnglishSongs/Far East Movement, Ryan Tedder - Rocketeer ft. Ryan Tedder-RcmKbTR--iA.mp3",,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Fatoumata Diawara - Bissa-E82BifytoYY.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Fazerdaze - Lucky Girl (Official Music Video)-B3o9h0RFw-c.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Feist - My Moon My Man-ltYq-jalYm0.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Fifth Harmony - Work from Home ft. Ty Dolla $ign-5GL9JoH4Sws.mp3,,Hard rock,"=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Fifth Harmony - Worth It ft. Kid Ink-YBHQbu5rbdQ.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/First Aid Kit - Emmylou (Official Video)-PC57z-oDPLs.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Fishbach - Un autre que moi (Clip officiel)-29mcKVhwzu8.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Fleetwood Mac - Go Your Own Way (HQ)-6ul-cZyuYq4.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Fleetwood Mac - Landslide (Official Music Video)-WM7-PYtXtJM.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/FLETCHER - Undrunk (Official Video)-hhY_ZPzz5JU.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Florence + The Machine - Queen of Peace & Long and Lost (The Odyssey – Chapters 5 and 6)-KSM0lLbVYOo.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Flo Rida - Club Can't Handle Me ft. David Guetta [Official Music Video] - Step Up 3D-SgM3r8xKfGE.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Florida Georgia Line - Cruise-8PvebsWcpto.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Flo Rida - Good Feeling [Official Video]-3OnnDqH6Wj8.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Flo Rida - I Cry [Official Video]-OLuWHr6-0YQ.mp3,,"=AI(""genre of A2"")",English
/home/prateek119/MusicData/EnglishSongs/Flo Rida - Whistle [Official Video]-cSnkWzZ7ZAA.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Flo Rida - Wild Ones ft. Sia [Official Video]-bpOR_HuHRNs.mp3,,Hard rock/Blues rock,"=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Fly Rich Double 'Fire Fly' Official Video-WrzeN_4LV88.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Forest Swords - Crow (Official Visual)-lan-Pjv99Xk.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/For What It's Worth - Buffalo Springfield-DIoKr9VDg3A.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Foster The People - Pumped up Kicks (Official Music Video)-SDTZ7iX4vTQ.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Foxygen - 'Shuggie' (Official Video)-QPmAO4xpQcE.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Fun. - Some Nights [OFFICIAL VIDEO]-qQkBeOisNM0.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Fun. - We Are Young ft. Janelle Monáe [OFFICIAL VIDEO]-Sv6dMFF_yts.mp3,,"=AI(""genre of A2"")",English
/home/prateek119/MusicData/EnglishSongs/George FitzGerald - Burns (Official Audio)-XF8yMCsdp4o.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/George Harrison - Got My Mind Set On You (Version II) [Official Music Video]-_71w4UA2Oxo.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Get Along (feat. Pace Won)-_hFimf6jP1g.mp3,,Hard rock,"=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Get back with lyrics (The Beatles)-6mXzIftmpDY.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Get Lucky - Vitamin String Quartet Tribute to Daft Punk--Qi1ApgkdCo.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Global Dan - W.A.N.T.S ft. G-Eazy (prod. Dee b) Official Music Video-xZg4P1FAphQ.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/GLOK - Dissident-ZDIzY4s97vk.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
"/home/prateek119/MusicData/EnglishSongs/gnash - i hate u, i love u ft. olivia o'brien (music video)-BiQIc7fG9pA.mp3",,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/GoGo Penguin - Hopopono (Official Video) [Gondwana Records]--UtAV_azaBc.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Golden Brown-Qca9ByvLhBA.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Goo Goo Dolls - Here Is Gone [Official Music Video]-tNtN83-vQmw.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Gotye - Somebody That I Used To Know (feat. Kimbra) - official music video-8UVNT4wvIGY.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Grandmaster Flash The Message HQ-O4o8TeqKhgY.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Grant Knoche - DIAL TONE (Official Music Video)-zUkPc-20gbg.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Gym Class Heroes - Ass Back Home ft. Neon Hitch [OFFICIAL VIDEO]-ltOR2VzDZFM.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Gym Class Heroes - Stereo Hearts ft. Adam Levine [OFFICIAL VIDEO]-T3E9Wjbq44E.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/HAIM - Forever (Official Music Video)-sEwM6ERq0gc.mp3,,Rock and roll,"=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Halsey - Bad At Love (Official Music Video)-xdYFuCp3m9k.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Halsey - Nightmare-Q_dqfcvTZik.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Halsey - Without Me-ZAfAud_M_mg.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Harry Styles - Sign of the Times (Video)-qN4ooNx77u0.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Heart$ick Hermès - Locs Too Long-vZWkQPcu-B0.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Here Comes The Sun (Remastered 2009)-xUNqsfFUwhY.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Hollie Cook 'Angel Fire'-GjThn4PMHyI.mp3,,Rock,"=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/'Hope of Deliverance' - PaulMcCartney.com Track of the Week-Gxzd2_T3f5c.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Hot Chelle Rae - Tonight Tonight-QzlNFcT2aOE.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
/home/prateek119/MusicData/EnglishSongs/Hot Chip - Need You Now (Official Video)-lfH5LmhvQQk.mp3,,"=AI(""genre of A2"")","=AI(""language of A2"")"
